"agent_id","punch_in","punch_out","date_utc"
747,2023-07-19 12:21:00,2023-07-19 12:24:00,2023-07-19
1466,2023-07-19 12:21:00,2023-07-19 12:30:00,2023-07-19
2498,2023-07-19 12:21:00,2023-07-19 12:24:00,2023-07-19
2502,2023-07-19 12:21:00,2023-07-19 12:24:00,2023-07-19
2504,2023-07-19 12:21:00,2023-07-19 12:24:00,2023-07-19
2505,2023-07-19 12:21:00,2023-07-19 15:21:00,2023-07-19
2821,2023-07-19 12:21:00,2023-07-19 16:27:00,2023-07-19
48,2023-07-19 12:22:00,2023-07-19 12:53:00,2023-07-19
1464,2023-07-19 12:22:00,2023-07-19 12:31:00,2023-07-19
1597,2023-07-19 12:22:00,2023-07-19 12:25:00,2023-07-19
1729,2023-07-19 12:22:00,2023-07-19 12:30:00,2023-07-19
1826,2023-07-19 12:22:00,2023-07-19 12:25:00,2023-07-19
2040,2023-07-19 12:22:00,2023-07-19 12:25:00,2023-07-19
2368,2023-07-19 12:22:00,2023-07-19 12:30:00,2023-07-19
2835,2023-07-19 12:22:00,2023-07-19 12:25:00,2023-07-19
23,2023-07-19 12:23:00,2023-07-19 12:29:00,2023-07-19
262,2023-07-19 12:23:00,2023-07-19 12:31:00,2023-07-19
310,2023-07-19 12:23:00,2023-07-19 12:42:00,2023-07-19
479,2023-07-19 12:23:00,2023-07-19 13:05:00,2023-07-19
877,2023-07-19 12:23:00,2023-07-19 12:30:00,2023-07-19
889,2023-07-19 12:23:00,2023-07-19 12:27:00,2023-07-19
1276,2023-07-19 12:23:00,2023-07-19 12:29:00,2023-07-19
1822,2023-07-19 12:23:00,2023-07-19 12:26:00,2023-07-19
2629,2023-07-19 12:23:00,2023-07-19 13:06:00,2023-07-19
2828,2023-07-19 12:23:00,2023-07-19 12:57:00,2023-07-19
352,2023-07-19 12:24:00,2023-07-19 12:30:00,2023-07-19
402,2023-07-19 12:24:00,2023-07-19 12:31:00,2023-07-19
416,2023-07-19 12:24:00,2023-07-19 12:39:00,2023-07-19
572,2023-07-19 12:24:00,2023-07-19 12:57:00,2023-07-19
633,2023-07-19 12:24:00,2023-07-19 12:30:00,2023-07-19
819,2023-07-19 12:24:00,2023-07-19 12:34:00,2023-07-19
1660,2023-07-19 12:24:00,2023-07-19 12:27:00,2023-07-19
2196,2023-07-19 12:24:00,2023-07-19 14:01:00,2023-07-19
2395,2023-07-19 12:24:00,2023-07-19 12:37:00,2023-07-19
2824,2023-07-19 12:24:00,2023-07-19 12:30:00,2023-07-19
45,2023-07-19 12:25:00,2023-07-19 12:30:00,2023-07-19
967,2023-07-19 12:25:00,2023-07-19 12:30:00,2023-07-19
1540,2023-07-19 12:25:00,2023-07-19 12:37:00,2023-07-19
1689,2023-07-19 12:25:00,2023-07-19 12:35:00,2023-07-19
1757,2023-07-19 12:25:00,2023-07-19 12:30:00,2023-07-19
1831,2023-07-19 12:25:00,2023-07-19 12:30:00,2023-07-19
1848,2023-07-19 12:25:00,2023-07-19 17:25:00,2023-07-19
1969,2023-07-19 12:25:00,2023-07-19 12:34:00,2023-07-19
2136,2023-07-19 12:25:00,2023-07-19 12:30:00,2023-07-19
2444,2023-07-19 12:25:00,2023-07-19 12:30:00,2023-07-19
2491,2023-07-19 12:25:00,2023-07-19 12:32:00,2023-07-19
2495,2023-07-19 12:25:00,2023-07-19 14:42:00,2023-07-19
2660,2023-07-19 12:25:00,2023-07-19 14:04:00,2023-07-19
2847,2023-07-19 12:25:00,2023-07-19 12:31:00,2023-07-19
189,2023-07-19 12:26:00,2023-07-19 12:40:00,2023-07-19
926,2023-07-19 12:26:00,2023-07-19 12:30:00,2023-07-19
1448,2023-07-19 12:26:00,2023-07-19 12:30:00,2023-07-19
1571,2023-07-19 12:26:00,2023-07-19 12:29:00,2023-07-19
1832,2023-07-19 12:26:00,2023-07-19 12:29:00,2023-07-19
1934,2023-07-19 12:26:00,2023-07-19 12:33:00,2023-07-19
2202,2023-07-19 12:26:00,2023-07-19 13:13:00,2023-07-19
2394,2023-07-19 12:26:00,2023-07-19 12:35:00,2023-07-19
2646,2023-07-19 12:26:00,2023-07-19 13:02:00,2023-07-19
298,2023-07-19 12:27:00,2023-07-19 13:02:00,2023-07-19
378,2023-07-19 12:27:00,2023-07-19 12:37:00,2023-07-19
1410,2023-07-19 12:27:00,2023-07-19 12:31:00,2023-07-19
1502,2023-07-19 12:27:00,2023-07-19 12:36:00,2023-07-19
1753,2023-07-19 12:27:00,2023-07-19 12:30:00,2023-07-19
2325,2023-07-19 12:27:00,2023-07-19 12:32:00,2023-07-19
2449,2023-07-19 12:27:00,2023-07-19 12:30:00,2023-07-19
169,2023-07-19 12:28:00,2023-07-19 13:04:00,2023-07-19
1184,2023-07-19 12:28:00,2023-07-19 12:32:00,2023-07-19
1422,2023-07-19 12:28:00,2023-07-19 12:38:00,2023-07-19
1637,2023-07-19 12:28:00,2023-07-19 12:36:00,2023-07-19
1711,2023-07-19 12:28:00,2023-07-19 12:35:00,2023-07-19
2333,2023-07-19 12:28:00,2023-07-19 12:33:00,2023-07-19
524,2023-07-19 12:29:00,2023-07-19 12:33:00,2023-07-19
605,2023-07-19 12:29:00,2023-07-19 12:33:00,2023-07-19
989,2023-07-19 12:29:00,2023-07-19 12:33:00,2023-07-19
1136,2023-07-19 12:29:00,2023-07-19 13:16:00,2023-07-19
1173,2023-07-19 12:29:00,2023-07-19 12:38:00,2023-07-19
1270,2023-07-19 12:29:00,2023-07-19 14:06:00,2023-07-19
1374,2023-07-19 12:29:00,2023-07-19 12:32:00,2023-07-19
1423,2023-07-19 12:29:00,2023-07-19 12:37:00,2023-07-19
1471,2023-07-19 12:29:00,2023-07-19 12:33:00,2023-07-19
1597,2023-07-19 12:29:00,2023-07-19 12:56:00,2023-07-19
1688,2023-07-19 12:29:00,2023-07-19 12:34:00,2023-07-19
1929,2023-07-19 12:29:00,2023-07-19 13:12:00,2023-07-19
2450,2023-07-19 12:29:00,2023-07-19 12:33:00,2023-07-19
2489,2023-07-19 12:29:00,2023-07-19 12:47:00,2023-07-19
2498,2023-07-19 12:29:00,2023-07-19 13:58:00,2023-07-19
2499,2023-07-19 12:29:00,2023-07-19 13:36:00,2023-07-19
2500,2023-07-19 12:29:00,2023-07-19 12:40:00,2023-07-19
2502,2023-07-19 12:29:00,2023-07-19 13:50:00,2023-07-19
2504,2023-07-19 12:29:00,2023-07-19 13:49:00,2023-07-19
2536,2023-07-19 12:29:00,2023-07-19 13:28:00,2023-07-19
2439,2023-07-19 12:30:00,2023-07-19 14:03:00,2023-07-19
2436,2023-07-19 12:31:00,2023-07-19 12:41:00,2023-07-19
2503,2023-07-19 12:31:00,2023-07-19 13:10:00,2023-07-19
2513,2023-07-19 12:31:00,2023-07-19 12:55:00,2023-07-19
2839,2023-07-19 12:31:00,2023-07-19 12:54:00,2023-07-19
23,2023-07-19 12:32:00,2023-07-19 12:36:00,2023-07-19
889,2023-07-19 12:32:00,2023-07-19 12:36:00,2023-07-19
968,2023-07-19 12:32:00,2023-07-19 12:36:00,2023-07-19
1367,2023-07-19 12:32:00,2023-07-19 13:57:00,2023-07-19
1571,2023-07-19 12:32:00,2023-07-19 12:37:00,2023-07-19
1676,2023-07-19 12:32:00,2023-07-19 12:35:00,2023-07-19
2440,2023-07-19 12:32:00,2023-07-19 12:36:00,2023-07-19
2737,2023-07-19 12:32:00,2023-07-19 12:37:00,2023-07-19
828,2023-07-19 12:33:00,2023-07-19 12:36:00,2023-07-19
1074,2023-07-19 12:33:00,2023-07-19 12:46:00,2023-07-19
1560,2023-07-19 12:33:00,2023-07-19 12:43:00,2023-07-19
1729,2023-07-19 12:33:00,2023-07-19 12:38:00,2023-07-19
1983,2023-07-19 12:33:00,2023-07-19 12:45:00,2023-07-19
3046,2023-07-19 12:33:00,2023-07-19 12:37:00,2023-07-19
186,2023-07-19 12:34:00,2023-07-19 12:40:00,2023-07-19
309,2023-07-19 12:34:00,2023-07-19 12:37:00,2023-07-19
314,2023-07-19 12:34:00,2023-07-19 12:42:00,2023-07-19
445,2023-07-19 12:34:00,2023-07-19 14:37:00,2023-07-19
831,2023-07-19 12:34:00,2023-07-19 12:37:00,2023-07-19
1521,2023-07-19 12:34:00,2023-07-19 12:42:00,2023-07-19
1556,2023-07-19 12:34:00,2023-07-19 13:30:00,2023-07-19
1757,2023-07-19 12:34:00,2023-07-19 14:31:00,2023-07-19
1889,2023-07-19 12:34:00,2023-07-19 14:16:00,2023-07-19
2506,2023-07-19 12:34:00,2023-07-19 13:55:00,2023-07-19
2537,2023-07-19 12:34:00,2023-07-19 12:41:00,2023-07-19
2916,2023-07-19 12:34:00,2023-07-19 13:06:00,2023-07-19
1374,2023-07-19 12:35:00,2023-07-19 12:48:00,2023-07-19
1660,2023-07-19 12:35:00,2023-07-19 12:54:00,2023-07-19
2829,2023-07-19 12:35:00,2023-07-19 12:42:00,2023-07-19
2890,2023-07-19 12:35:00,2023-07-19 13:42:00,2023-07-19
2893,2023-07-19 12:35:00,2023-07-19 12:43:00,2023-07-19
262,2023-07-19 12:36:00,2023-07-19 12:55:00,2023-07-19
665,2023-07-19 12:36:00,2023-07-19 12:40:00,2023-07-19
877,2023-07-19 12:36:00,2023-07-19 12:57:00,2023-07-19
926,2023-07-19 12:36:00,2023-07-19 13:47:00,2023-07-19
1527,2023-07-19 12:36:00,2023-07-19 13:13:00,2023-07-19
1562,2023-07-19 12:36:00,2023-07-19 13:02:00,2023-07-19
1853,2023-07-19 12:36:00,2023-07-19 12:44:00,2023-07-19
2333,2023-07-19 12:36:00,2023-07-19 12:41:00,2023-07-19
2452,2023-07-19 12:36:00,2023-07-19 12:43:00,2023-07-19
2832,2023-07-19 12:36:00,2023-07-19 12:41:00,2023-07-19
2837,2023-07-19 12:36:00,2023-07-19 13:00:00,2023-07-19
2856,2023-07-19 12:36:00,2023-07-19 13:13:00,2023-07-19
706,2023-07-19 12:37:00,2023-07-19 12:41:00,2023-07-19
869,2023-07-19 12:37:00,2023-07-19 13:42:00,2023-07-19
910,2023-07-19 12:37:00,2023-07-19 12:45:00,2023-07-19
1033,2023-07-19 12:37:00,2023-07-19 13:21:00,2023-07-19
1346,2023-07-19 12:37:00,2023-07-19 13:14:00,2023-07-19
1934,2023-07-19 12:37:00,2023-07-19 12:56:00,2023-07-19
2243,2023-07-19 12:37:00,2023-07-19 12:49:00,2023-07-19
1711,2023-07-19 12:38:00,2023-07-19 12:48:00,2023-07-19
2136,2023-07-19 12:38:00,2023-07-19 12:44:00,2023-07-19
2394,2023-07-19 12:38:00,2023-07-19 12:43:00,2023-07-19
2831,2023-07-19 12:38:00,2023-07-19 13:05:00,2023-07-19
605,2023-07-19 12:39:00,2023-07-19 12:42:00,2023-07-19
1257,2023-07-19 12:39:00,2023-07-19 12:54:00,2023-07-19
1502,2023-07-19 12:39:00,2023-07-19 12:51:00,2023-07-19
1930,2023-07-19 12:39:00,2023-07-19 12:58:00,2023-07-19
2368,2023-07-19 12:39:00,2023-07-19 13:11:00,2023-07-19
2440,2023-07-19 12:39:00,2023-07-19 13:41:00,2023-07-19
2444,2023-07-19 12:39:00,2023-07-19 12:43:00,2023-07-19
2847,2023-07-19 12:39:00,2023-07-19 12:45:00,2023-07-19
3093,2023-07-19 12:39:00,2023-07-19 12:42:00,2023-07-19
831,2023-07-19 12:40:00,2023-07-19 15:04:00,2023-07-19
883,2023-07-19 12:40:00,2023-07-19 12:43:00,2023-07-19
968,2023-07-19 12:40:00,2023-07-19 12:43:00,2023-07-19
1708,2023-07-19 12:40:00,2023-07-19 12:43:00,2023-07-19
2544,2023-07-19 12:40:00,2023-07-19 12:47:00,2023-07-19
2662,2023-07-19 12:40:00,2023-07-19 12:45:00,2023-07-19
23,2023-07-19 12:41:00,2023-07-19 12:45:00,2023-07-19
402,2023-07-19 12:41:00,2023-07-19 12:47:00,2023-07-19
524,2023-07-19 12:41:00,2023-07-19 12:44:00,2023-07-19
666,2023-07-19 12:41:00,2023-07-19 13:00:00,2023-07-19
1444,2023-07-19 12:41:00,2023-07-19 14:08:00,2023-07-19
1540,2023-07-19 12:41:00,2023-07-19 13:32:00,2023-07-19
1576,2023-07-19 12:41:00,2023-07-19 12:48:00,2023-07-19
1624,2023-07-19 12:41:00,2023-07-19 12:44:00,2023-07-19
1846,2023-07-19 12:41:00,2023-07-19 12:44:00,2023-07-19
1919,2023-07-19 12:41:00,2023-07-19 12:45:00,2023-07-19
2047,2023-07-19 12:41:00,2023-07-19 13:00:00,2023-07-19
2880,2023-07-19 12:41:00,2023-07-19 13:21:00,2023-07-19
2946,2023-07-19 12:41:00,2023-07-19 13:00:00,2023-07-19
2978,2023-07-19 12:41:00,2023-07-19 13:05:00,2023-07-19
378,2023-07-19 12:42:00,2023-07-19 12:51:00,2023-07-19
1173,2023-07-19 12:42:00,2023-07-19 12:48:00,2023-07-19
1183,2023-07-19 12:42:00,2023-07-19 12:52:00,2023-07-19
1741,2023-07-19 12:42:00,2023-07-19 14:24:00,2023-07-19
2780,2023-07-19 12:42:00,2023-07-19 12:50:00,2023-07-19
309,2023-07-19 12:43:00,2023-07-19 12:46:00,2023-07-19
889,2023-07-19 12:43:00,2023-07-19 12:51:00,2023-07-19
1566,2023-07-19 12:43:00,2023-07-19 13:06:00,2023-07-19
1969,2023-07-19 12:43:00,2023-07-19 12:58:00,2023-07-19
2449,2023-07-19 12:43:00,2023-07-19 12:49:00,2023-07-19
2500,2023-07-19 12:43:00,2023-07-19 14:22:00,2023-07-19
1423,2023-07-19 12:44:00,2023-07-19 12:51:00,2023-07-19
2436,2023-07-19 12:44:00,2023-07-19 13:05:00,2023-07-19
2832,2023-07-19 12:44:00,2023-07-19 13:02:00,2023-07-19
2870,2023-07-19 12:44:00,2023-07-19 12:54:00,2023-07-19
149,2023-07-19 12:45:00,2023-07-19 12:56:00,2023-07-19
776,2023-07-19 12:45:00,2023-07-19 12:52:00,2023-07-19
819,2023-07-19 12:45:00,2023-07-19 13:00:00,2023-07-19
1452,2023-07-19 12:45:00,2023-07-19 12:49:00,2023-07-19
1868,2023-07-19 12:45:00,2023-07-19 12:48:00,2023-07-19
2265,2023-07-19 12:45:00,2023-07-19 13:32:00,2023-07-19
2491,2023-07-19 12:45:00,2023-07-19 12:57:00,2023-07-19
2829,2023-07-19 12:45:00,2023-07-19 12:54:00,2023-07-19
3093,2023-07-19 12:45:00,2023-07-19 14:13:00,2023-07-19
310,2023-07-19 12:46:00,2023-07-19 12:50:00,2023-07-19
2444,2023-07-19 12:46:00,2023-07-19 14:21:00,2023-07-19
2484,2023-07-19 12:46:00,2023-07-19 13:10:00,2023-07-19
2580,2023-07-19 12:46:00,2023-07-19 12:51:00,2023-07-19
2699,2023-07-19 12:46:00,2023-07-19 13:02:00,2023-07-19
2893,2023-07-19 12:46:00,2023-07-19 13:05:00,2023-07-19
416,2023-07-19 12:47:00,2023-07-19 12:53:00,2023-07-19
770,2023-07-19 12:47:00,2023-07-19 12:54:00,2023-07-19
1774,2023-07-19 12:47:00,2023-07-19 12:50:00,2023-07-19
2325,2023-07-19 12:47:00,2023-07-19 12:57:00,2023-07-19
2520,2023-07-19 12:47:00,2023-07-19 13:33:00,2023-07-19
2534,2023-07-19 12:47:00,2023-07-19 13:33:00,2023-07-19
2648,2023-07-19 12:47:00,2023-07-19 12:55:00,2023-07-19
2737,2023-07-19 12:47:00,2023-07-19 12:50:00,2023-07-19
2835,2023-07-19 12:47:00,2023-07-19 12:50:00,2023-07-19
189,2023-07-19 12:48:00,2023-07-19 12:56:00,2023-07-19
245,2023-07-19 12:48:00,2023-07-19 13:15:00,2023-07-19
1239,2023-07-19 12:48:00,2023-07-19 13:30:00,2023-07-19
2467,2023-07-19 12:48:00,2023-07-19 12:54:00,2023-07-19
23,2023-07-19 12:49:00,2023-07-19 12:53:00,2023-07-19
1074,2023-07-19 12:49:00,2023-07-19 12:52:00,2023-07-19
1729,2023-07-19 12:49:00,2023-07-19 14:45:00,2023-07-19
1834,2023-07-19 12:49:00,2023-07-19 12:56:00,2023-07-19
1961,2023-07-19 12:49:00,2023-07-19 12:57:00,2023-07-19
1980,2023-07-19 12:49:00,2023-07-19 12:54:00,2023-07-19
2257,2023-07-19 12:49:00,2023-07-19 12:52:00,2023-07-19
2537,2023-07-19 12:49:00,2023-07-19 13:13:00,2023-07-19
187,2023-07-19 12:50:00,2023-07-19 13:20:00,2023-07-19
1831,2023-07-19 12:50:00,2023-07-19 12:53:00,2023-07-19
1832,2023-07-19 12:50:00,2023-07-19 12:55:00,2023-07-19
1932,2023-07-19 12:50:00,2023-07-19 12:54:00,2023-07-19
2458,2023-07-19 12:50:00,2023-07-19 13:40:00,2023-07-19
2489,2023-07-19 12:50:00,2023-07-19 13:02:00,2023-07-19
2896,2023-07-19 12:50:00,2023-07-19 12:53:00,2023-07-19
906,2023-07-19 12:51:00,2023-07-19 13:02:00,2023-07-19
1276,2023-07-19 12:51:00,2023-07-19 13:16:00,2023-07-19
1287,2023-07-19 12:51:00,2023-07-19 12:59:00,2023-07-19
1554,2023-07-19 12:51:00,2023-07-19 13:17:00,2023-07-19
1572,2023-07-19 12:51:00,2023-07-19 12:55:00,2023-07-19
1590,2023-07-19 12:51:00,2023-07-19 13:02:00,2023-07-19
1838,2023-07-19 12:51:00,2023-07-19 12:54:00,2023-07-19
1868,2023-07-19 12:51:00,2023-07-19 14:19:00,2023-07-19
2343,2023-07-19 12:51:00,2023-07-19 12:54:00,2023-07-19
2622,2023-07-19 12:51:00,2023-07-19 12:54:00,2023-07-19
797,2023-07-19 12:52:00,2023-07-19 12:59:00,2023-07-19
1686,2023-07-19 12:52:00,2023-07-19 13:14:00,2023-07-19
2544,2023-07-19 12:52:00,2023-07-19 12:55:00,2023-07-19
823,2023-07-19 12:53:00,2023-07-19 12:58:00,2023-07-19
1184,2023-07-19 12:53:00,2023-07-19 12:56:00,2023-07-19
1833,2023-07-19 12:53:00,2023-07-19 13:02:00,2023-07-19
1853,2023-07-19 12:53:00,2023-07-19 12:56:00,2023-07-19
402,2023-07-19 12:54:00,2023-07-19 12:57:00,2023-07-19
407,2023-07-19 12:54:00,2023-07-19 12:57:00,2023-07-19
425,2023-07-19 12:54:00,2023-07-19 13:01:00,2023-07-19
543,2023-07-19 12:54:00,2023-07-19 13:58:00,2023-07-19
910,2023-07-19 12:54:00,2023-07-19 12:57:00,2023-07-19
1260,2023-07-19 12:54:00,2023-07-19 12:57:00,2023-07-19
1410,2023-07-19 12:54:00,2023-07-19 12:57:00,2023-07-19
2385,2023-07-19 12:54:00,2023-07-19 12:59:00,2023-07-19
2449,2023-07-19 12:54:00,2023-07-19 13:04:00,2023-07-19
2450,2023-07-19 12:54:00,2023-07-19 12:57:00,2023-07-19
3097,2023-07-19 12:54:00,2023-07-19 13:17:00,2023-07-19
1536,2023-07-19 12:55:00,2023-07-19 16:10:00,2023-07-19
2539,2023-07-19 12:55:00,2023-07-19 12:58:00,2023-07-19
2574,2023-07-19 12:55:00,2023-07-19 13:30:00,2023-07-19
3021,2023-07-19 12:55:00,2023-07-19 12:59:00,2023-07-19
310,2023-07-19 12:56:00,2023-07-19 13:02:00,2023-07-19
416,2023-07-19 12:56:00,2023-07-19 13:00:00,2023-07-19
464,2023-07-19 12:56:00,2023-07-19 13:15:00,2023-07-19
665,2023-07-19 12:56:00,2023-07-19 13:00:00,2023-07-19
1395,2023-07-19 12:56:00,2023-07-19 13:11:00,2023-07-19
1452,2023-07-19 12:56:00,2023-07-19 14:14:00,2023-07-19
1578,2023-07-19 12:56:00,2023-07-19 13:10:00,2023-07-19
1688,2023-07-19 12:56:00,2023-07-19 12:59:00,2023-07-19
1931,2023-07-19 12:56:00,2023-07-19 13:02:00,2023-07-19
2254,2023-07-19 12:56:00,2023-07-19 13:01:00,2023-07-19
3043,2023-07-19 12:56:00,2023-07-19 14:20:00,2023-07-19
1257,2023-07-19 12:57:00,2023-07-19 13:01:00,2023-07-19
1374,2023-07-19 12:57:00,2023-07-19 13:02:00,2023-07-19
1689,2023-07-19 12:57:00,2023-07-19 13:02:00,2023-07-19
1711,2023-07-19 12:57:00,2023-07-19 13:02:00,2023-07-19
1774,2023-07-19 12:57:00,2023-07-19 13:00:00,2023-07-19
1828,2023-07-19 12:57:00,2023-07-19 13:03:00,2023-07-19
1919,2023-07-19 12:57:00,2023-07-19 13:00:00,2023-07-19
2184,2023-07-19 12:57:00,2023-07-19 13:02:00,2023-07-19
2727,2023-07-19 12:57:00,2023-07-19 17:57:00,2023-07-19
2847,2023-07-19 12:57:00,2023-07-19 13:02:00,2023-07-19
2976,2023-07-19 12:57:00,2023-07-19 14:05:00,2023-07-19
2988,2023-07-19 12:57:00,2023-07-19 14:06:00,2023-07-19
262,2023-07-19 12:58:00,2023-07-19 13:02:00,2023-07-19
605,2023-07-19 12:58:00,2023-07-19 13:01:00,2023-07-19
770,2023-07-19 12:58:00,2023-07-19 13:02:00,2023-07-19
828,2023-07-19 12:58:00,2023-07-19 13:01:00,2023-07-19
1074,2023-07-19 12:58:00,2023-07-19 13:58:00,2023-07-19
1380,2023-07-19 12:58:00,2023-07-19 13:13:00,2023-07-19
1756,2023-07-19 12:58:00,2023-07-19 13:14:00,2023-07-19
2082,2023-07-19 12:58:00,2023-07-19 13:18:00,2023-07-19
2822,2023-07-19 12:58:00,2023-07-19 13:19:00,2023-07-19
3022,2023-07-19 12:58:00,2023-07-19 13:01:00,2023-07-19
378,2023-07-19 12:59:00,2023-07-19 13:02:00,2023-07-19
889,2023-07-19 12:59:00,2023-07-19 13:05:00,2023-07-19
979,2023-07-19 12:59:00,2023-07-19 13:19:00,2023-07-19
1525,2023-07-19 12:59:00,2023-07-19 13:19:00,2023-07-19
1822,2023-07-19 12:59:00,2023-07-19 14:25:00,2023-07-19
2040,2023-07-19 12:59:00,2023-07-19 13:18:00,2023-07-19
2260,2023-07-19 12:59:00,2023-07-19 13:45:00,2023-07-19
2318,2023-07-19 12:59:00,2023-07-19 13:25:00,2023-07-19
2575,2023-07-19 12:59:00,2023-07-19 13:35:00,2023-07-19
2737,2023-07-19 12:59:00,2023-07-19 13:03:00,2023-07-19
2969,2023-07-19 12:59:00,2023-07-19 13:02:00,2023-07-19
242,2023-07-19 13:00:00,2023-07-19 14:20:00,2023-07-19
407,2023-07-19 13:00:00,2023-07-19 13:04:00,2023-07-19
877,2023-07-19 13:00:00,2023-07-19 13:23:00,2023-07-19
1420,2023-07-19 13:00:00,2023-07-19 13:09:00,2023-07-19
1832,2023-07-19 13:00:00,2023-07-19 13:04:00,2023-07-19
1934,2023-07-19 13:00:00,2023-07-19 13:04:00,2023-07-19
2015,2023-07-19 13:00:00,2023-07-19 13:03:00,2023-07-19
2240,2023-07-19 13:00:00,2023-07-19 13:12:00,2023-07-19
2351,2023-07-19 13:00:00,2023-07-19 13:03:00,2023-07-19
2419,2023-07-19 13:00:00,2023-07-19 13:34:00,2023-07-19
2467,2023-07-19 13:00:00,2023-07-19 15:15:00,2023-07-19
2491,2023-07-19 13:00:00,2023-07-19 13:27:00,2023-07-19
2870,2023-07-19 13:00:00,2023-07-19 13:23:00,2023-07-19
48,2023-07-19 13:01:00,2023-07-19 13:04:00,2023-07-19
149,2023-07-19 13:01:00,2023-07-19 13:10:00,2023-07-19
402,2023-07-19 13:01:00,2023-07-19 13:08:00,2023-07-19
1853,2023-07-19 13:01:00,2023-07-19 13:08:00,2023-07-19
1961,2023-07-19 13:01:00,2023-07-19 14:14:00,2023-07-19
2195,2023-07-19 13:01:00,2023-07-19 13:05:00,2023-07-19
2264,2023-07-19 13:01:00,2023-07-19 14:28:00,2023-07-19
2325,2023-07-19 13:01:00,2023-07-19 13:07:00,2023-07-19
2431,2023-07-19 13:01:00,2023-07-19 13:09:00,2023-07-19
2488,2023-07-19 13:01:00,2023-07-19 14:24:00,2023-07-19
2864,2023-07-19 13:01:00,2023-07-19 13:05:00,2023-07-19
23,2023-07-19 13:02:00,2023-07-19 13:13:00,2023-07-19
186,2023-07-19 13:02:00,2023-07-19 13:05:00,2023-07-19
604,2023-07-19 13:02:00,2023-07-19 13:12:00,2023-07-19
910,2023-07-19 13:02:00,2023-07-19 13:40:00,2023-07-19
1647,2023-07-19 13:02:00,2023-07-19 15:47:00,2023-07-19
1799,2023-07-19 13:02:00,2023-07-19 13:44:00,2023-07-19
1930,2023-07-19 13:02:00,2023-07-19 13:08:00,2023-07-19
2369,2023-07-19 13:02:00,2023-07-19 14:41:00,2023-07-19
2619,2023-07-19 13:02:00,2023-07-19 13:24:00,2023-07-19
3106,2023-07-19 13:02:00,2023-07-19 13:12:00,2023-07-19
189,2023-07-19 13:03:00,2023-07-19 13:32:00,2023-07-19
416,2023-07-19 13:03:00,2023-07-19 13:18:00,2023-07-19
713,2023-07-19 13:03:00,2023-07-19 13:08:00,2023-07-19
776,2023-07-19 13:03:00,2023-07-19 13:22:00,2023-07-19
1672,2023-07-19 13:03:00,2023-07-19 14:14:00,2023-07-19
2349,2023-07-19 13:03:00,2023-07-19 13:16:00,2023-07-19
2946,2023-07-19 13:03:00,2023-07-19 14:05:00,2023-07-19
459,2023-07-19 13:04:00,2023-07-19 15:03:00,2023-07-19
666,2023-07-19 13:04:00,2023-07-19 13:10:00,2023-07-19
819,2023-07-19 13:04:00,2023-07-19 13:07:00,2023-07-19
928,2023-07-19 13:04:00,2023-07-19 13:09:00,2023-07-19
1583,2023-07-19 13:04:00,2023-07-19 13:50:00,2023-07-19
1597,2023-07-19 13:04:00,2023-07-19 14:45:00,2023-07-19
2577,2023-07-19 13:04:00,2023-07-19 14:13:00,2023-07-19
605,2023-07-19 13:05:00,2023-07-19 13:13:00,2023-07-19
892,2023-07-19 13:05:00,2023-07-19 13:08:00,2023-07-19
906,2023-07-19 13:05:00,2023-07-19 13:36:00,2023-07-19
1506,2023-07-19 13:05:00,2023-07-19 13:08:00,2023-07-19
1689,2023-07-19 13:05:00,2023-07-19 13:09:00,2023-07-19
1708,2023-07-19 13:05:00,2023-07-19 13:08:00,2023-07-19
1742,2023-07-19 13:05:00,2023-07-19 20:03:00,2023-07-19
1744,2023-07-19 13:05:00,2023-07-19 14:33:00,2023-07-19
1969,2023-07-19 13:05:00,2023-07-19 13:11:00,2023-07-19
2429,2023-07-19 13:05:00,2023-07-19 13:42:00,2023-07-19
2847,2023-07-19 13:05:00,2023-07-19 15:14:00,2023-07-19
2901,2023-07-19 13:05:00,2023-07-19 13:11:00,2023-07-19
3083,2023-07-19 13:05:00,2023-07-19 13:08:00,2023-07-19
45,2023-07-19 13:06:00,2023-07-19 13:13:00,2023-07-19
644,2023-07-19 13:06:00,2023-07-19 13:36:00,2023-07-19
1446,2023-07-19 13:06:00,2023-07-19 14:41:00,2023-07-19
1463,2023-07-19 13:06:00,2023-07-19 13:09:00,2023-07-19
1471,2023-07-19 13:06:00,2023-07-19 13:30:00,2023-07-19
1624,2023-07-19 13:06:00,2023-07-19 13:09:00,2023-07-19
1667,2023-07-19 13:06:00,2023-07-19 13:14:00,2023-07-19
1754,2023-07-19 13:06:00,2023-07-19 13:09:00,2023-07-19
1846,2023-07-19 13:06:00,2023-07-19 13:09:00,2023-07-19
2047,2023-07-19 13:06:00,2023-07-19 13:09:00,2023-07-19
2316,2023-07-19 13:06:00,2023-07-19 13:47:00,2023-07-19
2351,2023-07-19 13:06:00,2023-07-19 13:25:00,2023-07-19
2514,2023-07-19 13:06:00,2023-07-19 13:36:00,2023-07-19
2580,2023-07-19 13:06:00,2023-07-19 13:35:00,2023-07-19
2942,2023-07-19 13:06:00,2023-07-19 14:06:00,2023-07-19
677,2023-07-19 13:07:00,2023-07-19 13:38:00,2023-07-19
747,2023-07-19 13:07:00,2023-07-19 14:45:00,2023-07-19
